0,1,2
196,244,0
425,0,0
19,329,0
658,159,0
267,333,0
259,47,0
455,149,0
498,328,0
305,314,0
572,17,0
238,209,0
859,411,0
10,312,0
674,442,0
657,86,0
21,264,0
684,419,0
382,212,0
621,28,0
798,98,0
385,321,0
662,425,0
782,166,0
206,433,0
384,194,0
359,212,0
529,145,0
36,184,0
509,51,0
193,2,0
344,137,0
612,123,0
847,147,0
164,29,0
446,278,0
892,100,0
442,353,0
591,360,0
271,375,0
37,213,0
664,361,0
813,322,0
702,444,0
194,306,0
156,12,0
181,385,0
794,271,0
178,250,0
183,120,0
364,310,0
36,111,0
25,161,0
553,98,0
694,406,0
369,104,0
662,351,0
170,428,0
525,385,0
420,316,0
745,448,0
421,225,0
811,447,0
506,81,0
747,430,0
176,38,0
435,4,0
244,254,0
368,4,0
467,395,0
87,288,0
376,356,0
866,84,0
625,283,0
24,77,0
321,422,0
462,173,0
657,225,0
555,254,0
148,372,0
571,155,0
385,252,0
145,317,0
854,162,0
37,170,0
199,221,0
801,344,0
414,309,0
706,89,0
311,302,0
472,2,0
132,136,0
243,21,0
713,294,0
330,18,0
156,56,0
153,439,0
887,132,0
579,397,0
671,385,0
763,47,0
350,20,0
306,422,0
326,205,0
5,68,0
535,343,0
182,295,0
415,419,0
414,286,0
445,438,0
464,41,0
500,64,0
119,278,0
555,208,0
280,25,0
893,319,0
875,304,0
810,180,0
663,58,0
150,166,0
580,9,0
562,41,0
469,143,0
539,293,0
419,152,0
856,171,0
550,420,0
744,159,0
40,104,0
329,8,0
394,369,0
169,392,0
627,212,0
734,450,0
307,163,0
817,129,0
368,263,0
289,232,0
892,354,0
109,358,0
165,169,0
496,385,0
824,230,0
126,376,0
825,343,0
573,290,0
266,308,0
666,307,0
667,144,0
200,444,0
423,409,0
160,4,0
170,222,0
505,166,0
76,107,0
445,255,0
808,127,0
703,37,0
69,69,0
209,395,0
664,52,0
113,235,0
255,179,0
350,3,0
457,107,0
310,180,0
395,358,0
174,207,0
779,23,0
874,73,0
383,201,0
618,214,0
39,54,0
811,275,0
283,289,0
890,216,0
311,243,0
259,56,0
518,337,0
196,127,0
416,172,0
37,387,0
132,184,0
202,398,0
421,302,0
840,449,0
246,271,0
597,279,0
367,275,0
288,390,0
818,55,0
462,201,0
783,124,0
146,240,0
745,84,0
115,429,0
602,150,0
67,267,0
104,186,0
92,183,0
727,76,0
26,206,0
378,8,0
301,373,0
141,436,0
553,81,0
79,432,0
162,199,0
866,295,0
411,303,0
326,84,0
789,379,0
373,417,0
708,41,0
482,330,0
232,223,0
815,131,0
496,329,0
388,121,0
841,333,0
167,265,0
373,70,0
828,227,0
565,364,0
580,167,0
41,395,0
735,234,0
356,157,0
420,74,0
405,289,0
523,33,0
164,171,0
636,334,0
489,367,0
507,425,0
307,394,0
22,13,0
616,261,0
277,214,0
108,296,0
369,218,0
61,450,0
778,163,0
30,341,0
86,137,0
755,19,0
287,260,0
136,276,0
651,38,0
13,416,0
372,47,0
788,33,0
827,248,0
139,54,0
494,381,0
270,236,0
173,404,0
213,184,0
681,172,0
242,425,0
805,238,0
49,163,0
695,435,0
304,255,0
96,114,0
825,268,0
192,167,0
507,70,0
392,443,0
519,259,0
186,40,0
567,242,0
529,89,0
558,194,0
105,310,0
192,266,0
813,417,0
694,189,0
605,338,0
21,163,0
678,54,0
563,22,0
641,156,0
679,197,0
111,309,0
619,310,0
258,53,0
528,207,0
399,326,0
703,128,0
485,268,0
123,406,0
222,153,0
602,411,0
506,187,0
353,412,0
477,305,0
550,35,0
808,49,0
869,262,0
846,23,0
432,351,0
693,233,0
94,441,0
356,296,0
683,440,0
100,316,0
683,188,0
27,264,0
599,23,0
791,292,0
815,203,0
495,196,0
855,251,0
105,12,0
579,125,0
76,128,0
658,443,0
122,322,0
768,404,0
396,74,0
620,5,0
336,281,0
284,20,0
180,292,0
535,40,0
145,229,0
192,328,0
242,45,0
862,21,0
774,305,0
532,356,0
9,280,0
369,373,0
585,324,0
152,312,0
795,63,0
847,105,0
561,153,0
72,68,0
102,175,0
266,336,0
879,43,0
465,328,0
79,166,0
366,40,0
252,351,0
389,358,0
444,333,0
233,317,0
434,373,0
755,156,0
555,118,0
665,56,0
341,235,0
27,93,0
537,160,0
43,352,0
85,312,0
606,110,0
302,193,0
191,139,0
817,247,0
307,65,0
240,6,0
294,7,0
364,359,0
226,111,0
720,435,0
749,318,0
210,361,0
186,402,0
719,439,0
196,156,0
